ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
464485,Male,No,25,Yes,Entertainment,5,Low,2
464487,Male,No,46,No,Engineer,1,Low,3
464488,Female,No,43,Yes,Artist,7,Low,9
464494,Female,Yes,58,Yes,Artist,1,Average,4
464499,Male,Yes,41,Yes,Executive,1,High,4
464501,Female,No,28,No,Healthcare,1,Low,3
464504,Male,No,26,Yes,Healthcare,0,Low,4
464506,Male,No,29,Yes,Healthcare,9,Low,2
464517,Male,No,33,Yes,Healthcare,0,Low,
464522,Female,No,39,Yes,Engineer,14,Low,1
464526,Male,Yes,51,Yes,Entertainment,0,Average,4
464528,Male,Yes,46,Yes,Entertainment,4,High,4
464533,Male,Yes,38,No,Executive,,High,6
464536,Male,Yes,26,Yes,Artist,1,Average,3
464540,Female,Yes,42,Yes,Engineer,1,Average,4
464544,Female,Yes,43,Yes,Entertainment,5,Average,3
464549,Male,Yes,53,Yes,Executive,1,Low,4
464550,Male,Yes,46,Yes,Artist,,Low,4
464552,Female,Yes,40,Yes,Artist,1,Average,3
464553,Male,Yes,71,Yes,Artist,1,Low,2
464555,Male,Yes,32,Yes,Marketing,13,High,4
464560,Male,No,41,Yes,Entertainment,9,Low,2
464561,Female,No,46,Yes,Entertainment,8,Low,2
464566,Male,Yes,40,Yes,Executive,0,High,4
464569,Male,No,29,No,Doctor,1,Low,5
464570,Male,Yes,25,Yes,Doctor,1,Average,2
464572,Female,Yes,52,Yes,Marketing,0,Low,1
464576,Male,No,30,Yes,Doctor,9,Low,5
464577,Female,Yes,25,Yes,Healthcare,12,High,2
464580,Male,No,32,No,Artist,9,Low,4
464581,Female,No,33,No,Doctor,,Low,4
464586,Female,No,49,Yes,Artist,1,Low,1
464593,Female,No,43,Yes,Doctor,1,Low,4
464594,Male,Yes,48,Yes,Artist,1,Low,1
464597,Male,No,41,No,Artist,5,Low,2
464601,Female,No,29,Yes,Healthcare,9,Low,2
464603,Female,No,35,Yes,Artist,0,Low,2
464606,Male,Yes,41,Yes,Artist,1,Average,2
464607,Female,Yes,47,Yes,Artist,1,Average,4
464608,Female,Yes,53,Yes,Artist,1,Average,3
464618,Male,,40,Yes,Artist,5,Low,1
464620,Female,Yes,40,Yes,Artist,0,High,2
464621,Male,Yes,46,Yes,Artist,0,Low,1
464637,Female,No,36,Yes,Marketing,,Low,4
464641,Female,Yes,71,Yes,Lawyer,2,Low,6
464652,Female,Yes,30,No,Engineer,5,Average,2
464654,Female,Yes,40,No,Engineer,1,Average,4
464664,Male,Yes,43,No,Entertainment,0,Average,5
464666,Male,Yes,40,Yes,Entertainment,3,Average,3
464670,Male,Yes,39,No,Entertainment,1,Average,4
464673,Male,Yes,49,No,Executive,1,High,7
464674,Male,Yes,51,No,Artist,0,Average,5
464675,Female,Yes,39,No,Doctor,1,Average,9
464677,Male,Yes,23,No,Healthcare,1,Low,5
464683,Male,Yes,53,No,Engineer,0,Average,6
464684,Female,No,35,No,Engineer,9,Low,5
464685,Male,No,35,No,Executive,2,Low,4
464688,Male,Yes,30,Yes,Doctor,1,Low,9
464690,Male,Yes,39,No,Engineer,2,Average,
464691,Male,No,38,Yes,Artist,1,Low,3
464692,Female,No,53,No,Marketing,0,Low,1
464693,Female,No,36,Yes,Engineer,8,Low,1
464695,Male,No,33,No,Engineer,0,Low,4
464696,Female,No,40,Yes,Engineer,1,Low,1
464697,Female,Yes,36,Yes,Artist,0,Average,4
464699,Male,No,31,No,Doctor,1,Low,5
464701,Male,No,31,No,Doctor,1,Low,2
464704,Male,Yes,41,Yes,Healthcare,0,Average,4
464707,Male,Yes,48,No,,0,Average,4
464711,Female,Yes,38,Yes,Artist,5,Average,3
464712,Male,Yes,49,No,Artist,1,Low,5
464722,Male,Yes,42,Yes,Doctor,1,Low,
464726,Male,Yes,28,Yes,Executive,14,High,9
464728,Male,Yes,51,No,Entertainment,0,High,4
464732,Male,Yes,41,No,Artist,1,Average,2
464737,Female,Yes,57,No,Engineer,0,Average,6
464739,Male,Yes,67,Yes,Artist,0,Low,1
464746,Male,Yes,29,No,Executive,3,Average,5
464752,Female,Yes,46,,Marketing,,Low,1
464755,Male,Yes,49,Yes,Artist,0,High,2
464756,Female,No,28,No,Engineer,6,Low,3
464758,Female,Yes,48,No,Engineer,1,Average,4
464760,Female,Yes,51,No,Engineer,5,Average,4
464765,Female,Yes,48,No,Engineer,5,Average,6
464766,Female,Yes,48,No,Engineer,5,Average,5
464769,Female,,52,No,Engineer,9,Average,4
464772,Female,Yes,39,No,Engineer,8,Average,4
464774,Female,Yes,50,No,Engineer,7,Average,5
464780,Female,No,33,No,Engineer,1,Low,9
464790,Female,No,35,Yes,Artist,,Low,1
464792,Male,Yes,30,No,Marketing,2,High,5
464794,Female,Yes,46,No,Engineer,8,Average,
464799,Male,No,36,No,Marketing,0,Low,4
464802,Male,No,43,No,Entertainment,0,Low,1
464804,Male,Yes,26,No,Entertainment,1,Low,1
464806,Male,Yes,33,No,Executive,0,Low,2
464809,Male,Yes,50,,Entertainment,,Average,5
464812,Female,Yes,49,Yes,Engineer,1,High,5
464813,Male,Yes,48,Yes,Engineer,6,Average,5
464817,Male,No,31,Yes,Artist,5,Low,1
464818,Female,Yes,38,No,Engineer,,Average,2
464825,Female,No,21,No,Healthcare,5,Low,1
464827,Female,Yes,50,No,Entertainment,8,Average,5
464828,Male,No,23,No,Healthcare,9,Low,6
464831,Female,Yes,21,No,Healthcare,0,Low,2
464832,Male,Yes,71,No,Lawyer,1,Low,
464835,Male,No,20,No,Healthcare,0,Low,6
464836,Female,,32,No,Engineer,7,High,5
464845,Male,Yes,29,No,Engineer,0,Average,3
464849,Male,Yes,42,Yes,Artist,0,Average,4
464851,Male,No,20,No,Doctor,0,Low,6
464852,Male,Yes,36,No,Executive,1,Low,6
464854,Female,Yes,42,No,Engineer,0,High,6
464857,Male,No,18,No,Healthcare,7,Low,4
464861,Male,No,25,No,Homemaker,,Low,2
464864,Female,No,30,No,Engineer,10,Low,8
464865,Female,No,28,No,Homemaker,9,Low,9
464868,Male,Yes,42,Yes,Entertainment,7,Low,6
464872,Male,Yes,38,Yes,Artist,1,Low,4
464873,Male,Yes,42,Yes,Artist,1,Average,2
464876,Female,Yes,52,No,Engineer,,Average,5
464879,Female,Yes,29,Yes,Doctor,0,Average,2
464884,Male,Yes,40,Yes,Artist,1,Low,2
464885,Female,No,38,No,Engineer,1,Low,2
464886,Male,Yes,37,Yes,Engineer,1,Average,4
464902,Female,Yes,65,No,Lawyer,1,Low,1
464905,Male,,81,No,Executive,,High,2
464907,Male,,59,Yes,Engineer,0,Average,2
464910,Female,Yes,47,Yes,Artist,1,Average,5
464911,Male,Yes,57,Yes,Artist,0,Average,3
464915,Male,Yes,39,Yes,Executive,,High,4
464916,Female,,32,,Doctor,8,High,2
464919,Male,Yes,37,Yes,Artist,9,Low,1
464920,Male,No,39,Yes,Artist,4,Low,1
464921,Male,Yes,39,No,Doctor,1,Average,5
464925,Male,,60,No,Executive,7,Average,2
464927,Female,Yes,70,Yes,Artist,1,Average,2
464932,Male,Yes,51,Yes,Executive,9,Low,1
464938,Male,Yes,48,No,Artist,1,Low,3
464939,Male,No,43,No,Entertainment,0,Low,1
464940,Female,Yes,29,No,Engineer,1,Low,2
464944,Female,Yes,43,Yes,Entertainment,0,Low,2
464947,Male,No,25,No,Doctor,5,Low,1
464957,Female,Yes,75,No,Lawyer,0,Low,1
464960,Female,No,22,No,Healthcare,0,Low,5
464961,Male,Yes,86,No,Marketing,1,Low,1
464963,Female,Yes,50,Yes,Entertainment,1,Low,2
464972,Male,Yes,73,No,Lawyer,1,High,9
464973,Male,No,87,,Lawyer,1,Low,2
464981,Male,Yes,49,Yes,Artist,0,Average,4
464987,Male,Yes,46,Yes,Executive,1,High,5
464990,Male,Yes,73,No,Executive,0,High,2
464991,Female,Yes,87,Yes,Lawyer,1,High,2
464995,Male,Yes,53,No,Executive,2,High,4
465001,Male,Yes,84,Yes,Lawyer,1,High,2
465005,Male,Yes,47,Yes,Executive,3,High,3
465012,Male,Yes,59,No,Executive,1,High,4
465014,Male,Yes,82,No,Lawyer,1,Low,1
465022,Female,Yes,71,Yes,Lawyer,0,High,2
465023,Male,Yes,39,Yes,Artist,9,Average,2
465026,Female,No,25,No,Doctor,0,Low,2
465032,Male,Yes,67,Yes,Executive,1,High,2
465035,Female,Yes,83,Yes,Lawyer,13,High,2
465038,Male,Yes,49,No,Executive,0,High,4
465039,Female,Yes,87,No,Lawyer,0,High,2
465040,Male,Yes,69,No,Lawyer,1,Average,2
465045,Male,Yes,40,Yes,Entertainment,9,Average,2
465056,Male,Yes,87,Yes,Lawyer,1,High,2
465069,Male,Yes,68,Yes,Healthcare,0,Average,3
465075,Female,Yes,43,Yes,Artist,,Average,2
465076,Male,Yes,67,Yes,Artist,0,High,5
465079,Male,Yes,80,Yes,Lawyer,1,Low,1
465082,Male,Yes,65,Yes,Lawyer,1,Low,1
465087,Male,No,29,Yes,Doctor,0,Low,4
465091,Male,Yes,60,Yes,Entertainment,,Average,3
465092,Male,Yes,72,Yes,Executive,1,High,2
465093,Male,Yes,57,Yes,Doctor,0,Low,1
465095,Male,Yes,47,Yes,Executive,1,High,4
465099,Male,Yes,39,No,Entertainment,1,Average,2
465100,Male,Yes,62,Yes,Artist,0,High,2
465101,Female,Yes,81,Yes,Lawyer,1,Low,1
465105,Male,Yes,65,No,Executive,8,Average,2
465109,Male,No,47,No,Lawyer,,Low,2
465111,Female,Yes,40,Yes,Artist,8,Average,2
465112,Female,Yes,86,No,Lawyer,0,High,2
465113,Male,Yes,67,Yes,Lawyer,0,High,2
465119,Female,Yes,45,Yes,Artist,0,Average,5
465120,Female,No,27,Yes,Healthcare,1,Low,4
465121,Female,No,32,Yes,Artist,7,Low,1
465122,Female,Yes,41,Yes,Artist,3,Average,2
465124,Female,Yes,27,Yes,Healthcare,6,Average,2
465128,Female,Yes,58,No,Artist,0,Average,3
465134,Female,Yes,61,Yes,Entertainment,1,Average,5
465136,Male,Yes,52,Yes,Artist,0,Average,2
465144,Male,No,25,Yes,Doctor,8,Low,1
465147,Male,No,33,Yes,Healthcare,2,Low,3
465148,Male,No,31,No,Artist,0,Low,
465150,Male,No,37,Yes,Entertainment,1,Low,1
465153,Male,Yes,38,Yes,Artist,1,Average,2
465155,Male,Yes,81,Yes,Lawyer,0,Low,1
465160,Male,Yes,61,Yes,Executive,0,High,3
465164,Male,No,20,No,Healthcare,0,Low,3
465171,Female,Yes,48,Yes,Artist,8,High,4
465172,Female,Yes,43,Yes,Artist,8,Average,2
465175,Female,No,22,No,Homemaker,0,Low,4
465176,Female,Yes,63,Yes,Artist,1,Average,4
465181,Female,No,25,Yes,Healthcare,8,Low,1
465182,Female,No,73,Yes,Lawyer,1,Low,1
465186,Female,Yes,43,No,Artist,4,Average,4
465187,Female,Yes,39,No,Doctor,1,Average,4
465188,Female,Yes,49,Yes,Artist,0,Average,4
465189,Female,Yes,83,Yes,Lawyer,1,High,2
465194,Male,No,22,No,Healthcare,9,Low,6
465196,Female,No,31,Yes,Artist,2,Low,2
465197,Female,Yes,60,Yes,Artist,1,High,4
465201,Male,Yes,42,Yes,Entertainment,1,Average,4
465202,Male,No,25,No,Entertainment,7,Low,4
465203,Male,No,29,Yes,Healthcare,3,Low,3
465204,Male,Yes,29,Yes,Healthcare,1,Low,2
465213,Male,Yes,39,Yes,Entertainment,2,Average,2
465214,Male,Yes,33,No,Engineer,14,Low,1
465216,Male,Yes,35,Yes,Executive,9,High,4
465226,Male,Yes,38,No,Entertainment,2,Low,3
465228,Male,Yes,59,Yes,Artist,1,High,2
465231,Male,Yes,67,No,Artist,1,Average,2
465236,Male,Yes,45,Yes,Artist,1,Low,1
465237,Male,Yes,70,Yes,Lawyer,,High,2
465242,Male,No,19,No,Healthcare,5,Low,4
465249,Female,No,23,No,Healthcare,0,Low,4
465254,Male,No,22,No,Healthcare,1,Low,4
465261,Female,No,23,Yes,Healthcare,1,Low,4
465264,Male,Yes,80,No,Executive,0,Low,1
465267,Male,Yes,40,No,Engineer,14,Average,5
465274,Male,No,36,Yes,Artist,0,Low,1
465285,Female,Yes,31,No,Engineer,8,Low,4
465288,Female,Yes,20,No,Engineer,1,Low,2
465289,Male,Yes,31,Yes,Executive,1,High,2
465290,Male,Yes,50,Yes,Executive,0,High,5
465294,Male,Yes,67,No,Lawyer,0,Low,2
465295,Female,,43,Yes,Doctor,9,Average,1
465296,Female,Yes,85,Yes,Lawyer,5,High,3
465303,Female,Yes,65,Yes,Artist,1,Average,3
465306,Male,Yes,71,No,Executive,1,Average,4
465310,Female,No,20,No,Healthcare,1,Low,6
465319,Male,No,20,No,Healthcare,0,Low,5
465326,Male,Yes,87,Yes,Artist,,Low,1
465333,Female,Yes,37,Yes,Artist,4,Low,2
465335,Male,Yes,59,No,Entertainment,1,Average,2
465340,Female,No,29,Yes,Artist,3,Low,4
465342,Male,Yes,85,Yes,Executive,0,High,2
465344,Female,Yes,72,Yes,Lawyer,1,High,2
465345,Female,No,42,Yes,Artist,0,Low,
465351,Female,Yes,45,Yes,Artist,9,Average,2
465352,Male,Yes,59,Yes,Entertainment,1,Average,4
465354,Male,No,19,No,Doctor,0,Low,5
465357,Female,Yes,47,Yes,Artist,0,Average,3
465358,Female,Yes,73,Yes,Artist,0,High,2
465359,Female,Yes,42,No,Artist,1,Low,1
465364,Female,No,37,Yes,Doctor,7,Low,5
465366,Female,No,38,Yes,Artist,8,Low,1
465371,Female,No,41,Yes,Artist,1,Low,1
465372,Female,No,40,Yes,Entertainment,0,Low,1
465383,Female,Yes,30,Yes,Entertainment,0,Low,4
465384,Male,Yes,56,Yes,Artist,0,High,2
465391,Female,Yes,65,Yes,Lawyer,1,High,2
465393,Male,Yes,35,Yes,Artist,5,Average,2
465395,Female,Yes,37,No,Engineer,0,Average,5
465399,Male,No,36,Yes,Entertainment,0,Low,1
465405,Female,,26,Yes,Homemaker,1,High,4
465408,Male,No,25,No,Executive,,Low,4
465410,Male,No,30,No,Healthcare,0,Low,4
465417,Male,Yes,37,Yes,Entertainment,,Average,2
465419,Male,No,30,No,Artist,0,Low,3
465423,Male,Yes,46,Yes,Entertainment,1,Average,4
465428,Female,No,38,Yes,Engineer,1,Low,1
465433,Female,No,40,Yes,Artist,,Low,1
465435,Female,No,31,Yes,Artist,5,Low,1
465437,Male,Yes,45,Yes,Executive,4,High,5
465440,Male,Yes,55,No,Engineer,1,Low,5
465441,Female,Yes,51,Yes,Engineer,2,Low,1
465445,Female,No,29,Yes,Homemaker,5,Low,7
465458,Female,Yes,74,Yes,Artist,1,High,2
465461,Male,Yes,69,No,Entertainment,1,Average,3
465463,Female,No,28,No,Doctor,,Low,5
465464,Male,Yes,41,Yes,Executive,0,Average,
465467,Male,,29,No,Healthcare,1,Low,3
465471,Male,Yes,39,Yes,Artist,0,Low,1
465472,Female,Yes,74,No,Entertainment,,High,3
465473,Female,No,59,Yes,Artist,4,Low,1
465477,Male,No,27,No,Healthcare,1,Low,3
465479,Male,No,33,No,Artist,0,Low,1
465482,Male,No,31,No,Entertainment,9,Low,2
465483,Male,Yes,46,No,Artist,0,Average,3
465484,Female,Yes,63,Yes,Artist,0,Low,2
465488,Male,No,22,No,Healthcare,1,Low,4
465489,Female,No,53,Yes,Engineer,1,Low,5
465492,Male,Yes,59,No,Entertainment,1,Low,1
465496,Male,Yes,84,Yes,Lawyer,,Low,2
465505,Male,Yes,63,Yes,Artist,1,Average,4
465507,Male,Yes,35,Yes,Artist,8,Low,1
465508,Male,No,21,No,Healthcare,1,Low,4
465510,Male,Yes,67,No,Lawyer,0,High,2
465518,Female,Yes,41,Yes,Artist,1,Average,3
465520,Female,No,27,Yes,Artist,0,Low,8
465521,Female,Yes,53,Yes,Artist,1,Average,2
465522,Female,No,33,Yes,Healthcare,4,Low,8
465529,Female,No,32,No,Doctor,0,Low,4
465538,Male,Yes,59,No,,5,High,2
465539,Female,Yes,50,Yes,Artist,1,High,5
465541,Female,Yes,50,Yes,Artist,1,Average,4
465543,Female,Yes,41,Yes,Healthcare,1,Average,2
465547,Female,Yes,71,,Lawyer,1,Low,1
465550,Female,No,33,Yes,Healthcare,1,Low,6
465551,Female,Yes,46,Yes,Artist,,Average,2
465554,Female,No,78,Yes,Lawyer,1,Low,3
465555,Female,Yes,69,No,Lawyer,,High,2
465558,Female,No,40,Yes,Healthcare,8,Low,1
465568,Male,Yes,43,Yes,Executive,2,High,3
465569,Male,Yes,36,Yes,Artist,0,High,3
465571,Male,Yes,35,Yes,Entertainment,1,Average,2
465577,Male,No,30,No,Healthcare,0,Low,4
465584,Male,Yes,47,No,Entertainment,3,Average,2
465586,Male,Yes,69,No,Artist,0,Low,1
465587,Male,Yes,41,Yes,Entertainment,,Low,5
465594,Male,Yes,33,No,Executive,4,Low,6
465598,Male,No,27,Yes,Healthcare,6,Low,5
465600,Male,Yes,38,Yes,Engineer,6,Low,2
465601,Male,Yes,35,Yes,Artist,,Average,4
465602,Male,Yes,27,Yes,Artist,10,Low,2
465603,Female,Yes,51,Yes,Homemaker,9,Low,
465605,Female,Yes,52,Yes,Engineer,4,Low,1
465611,Male,No,53,Yes,Doctor,0,Low,1
465612,Male,Yes,43,Yes,Artist,8,Average,2
465616,Male,Yes,42,Yes,Doctor,8,Low,2
465621,Male,No,36,Yes,Doctor,9,Low,1
465625,Male,No,36,Yes,Artist,14,Low,2
465627,Female,No,40,Yes,Healthcare,1,Low,1
465629,Male,Yes,47,Yes,Entertainment,2,Average,3
465635,Male,No,30,No,Doctor,1,Low,2
465638,Female,Yes,53,Yes,Artist,,Low,
465640,Male,Yes,45,Yes,Artist,5,Average,2
465644,Male,No,33,Yes,Healthcare,0,Low,5
465645,Female,No,40,Yes,Artist,8,Low,2
465649,Female,Yes,36,Yes,Marketing,5,Low,1
465651,Male,No,32,No,Engineer,0,Low,4
465653,Female,Yes,51,Yes,Artist,0,Low,2
465655,Female,No,49,Yes,Artist,0,Low,1
465656,Male,Yes,81,No,Lawyer,1,Low,
465658,Male,Yes,72,Yes,Artist,1,Average,4
465663,Female,No,70,Yes,Artist,0,Low,2
465667,Male,No,21,No,Healthcare,0,Low,3
465668,Male,No,21,No,Healthcare,1,Low,5
465669,Female,Yes,41,No,Entertainment,4,Average,4
465670,Female,No,49,No,Engineer,12,Low,1
465675,Female,No,51,No,Entertainment,0,Low,1
465680,Male,Yes,28,No,Healthcare,0,Average,5
465685,Male,No,37,Yes,Healthcare,5,Low,2
465688,Female,Yes,63,,Artist,1,Average,3
465689,Male,No,19,No,Healthcare,8,Low,4
465695,Female,No,32,No,Healthcare,,Low,3
465697,Female,Yes,51,No,Artist,6,Low,1
465703,Male,Yes,26,No,Entertainment,3,Low,2
465704,Male,Yes,61,No,Artist,0,Low,1
465705,Female,Yes,51,Yes,Artist,0,Average,4
465706,Female,Yes,45,Yes,Artist,0,Average,3
465721,Male,Yes,29,Yes,Entertainment,1,High,2
465722,Male,Yes,47,No,,0,Low,5
465725,Male,No,25,Yes,Doctor,1,Low,2
465727,Male,No,40,No,Marketing,0,Low,5
465728,Male,No,45,Yes,,1,Low,1
465733,Male,Yes,32,Yes,Entertainment,1,Average,2
465734,Male,Yes,38,Yes,Artist,0,Low,3
465736,Female,No,38,Yes,Artist,8,Low,2
465737,Female,Yes,48,Yes,Engineer,7,Low,3
465740,Female,No,71,Yes,Doctor,0,Low,1
465742,Female,Yes,46,Yes,Artist,3,Low,3
465751,Female,Yes,46,Yes,Artist,9,Low,2
465753,Female,Yes,49,Yes,Artist,7,Low,2
465766,Male,Yes,43,No,Entertainment,0,Low,3
465768,Female,No,38,Yes,Artist,6,Low,4
465769,Male,No,25,Yes,Healthcare,8,Low,4
465772,Female,Yes,46,Yes,Engineer,0,Low,4
465775,Female,No,28,Yes,Engineer,9,Low,3
465776,Female,No,41,Yes,Entertainment,5,Low,4
465777,Female,No,32,Yes,Artist,9,Low,5
465784,Female,No,21,No,Healthcare,0,Low,4
465788,Male,No,22,No,Healthcare,1,Low,6
465793,Male,No,27,No,Healthcare,0,Low,5
465797,Male,Yes,40,Yes,Artist,0,Average,2
465804,Female,Yes,68,No,Engineer,0,Low,1
465809,Female,No,25,No,Homemaker,1,Low,7
465811,Male,No,28,No,Healthcare,1,Low,4
465813,Male,No,28,No,Marketing,2,Low,8
465818,Male,No,27,No,Entertainment,1,Low,3
465823,Male,Yes,67,No,Entertainment,5,Average,4
465826,Male,Yes,46,No,Executive,4,Low,9
465828,Female,No,33,No,Entertainment,8,Low,4
465829,Female,Yes,40,Yes,Doctor,6,Average,3
465830,Female,Yes,48,No,,5,Average,7
465831,Male,Yes,42,No,Executive,0,High,5
465837,Male,No,56,Yes,,1,Low,1
465841,Female,No,51,Yes,Engineer,3,Low,1
465848,Female,No,27,Yes,Healthcare,0,Low,1
465849,Female,No,25,Yes,Doctor,7,Low,3
465851,Female,Yes,51,No,Artist,9,High,2
465853,Female,Yes,26,Yes,Healthcare,,Average,2
465857,Female,No,35,Yes,Doctor,0,Low,1
465860,Female,,25,Yes,Doctor,1,Low,3
465863,Male,No,30,No,Healthcare,6,Low,3
465865,Female,No,41,Yes,Healthcare,9,Low,1
465866,Male,Yes,42,Yes,Artist,6,Low,3
465867,Female,Yes,40,Yes,Artist,8,High,5
465873,Male,No,36,Yes,Entertainment,13,Low,1
465875,Female,No,39,Yes,Artist,9,Low,1
465884,Male,Yes,40,Yes,Executive,7,High,3
465893,Female,Yes,40,Yes,Engineer,1,Average,2
465894,Male,No,28,Yes,Artist,9,Low,6
465907,Female,No,31,Yes,Marketing,8,Low,
465916,Male,No,41,Yes,Artist,4,Low,1
465923,Female,No,28,Yes,Engineer,9,Low,5
465925,Male,No,30,Yes,Healthcare,1,Low,1
465927,Female,No,30,Yes,Healthcare,1,Low,1
465930,Female,No,38,Yes,Artist,9,Low,2
465931,Male,Yes,43,Yes,Artist,7,Low,1
465935,Male,No,29,Yes,Entertainment,9,Low,1
465937,Female,No,30,Yes,Healthcare,9,Low,3
465941,Male,Yes,27,Yes,Healthcare,0,Low,2
465948,Female,Yes,48,Yes,Artist,0,Average,2
465953,Female,No,51,Yes,Artist,1,Low,1
465957,Female,No,48,Yes,Marketing,0,Low,1
465960,Female,No,28,Yes,Marketing,9,Low,1
465961,Female,No,40,Yes,Artist,3,Low,1
465963,Male,Yes,51,Yes,Artist,1,Low,2
465965,Female,Yes,36,No,Marketing,8,Low,2
465972,Female,No,51,Yes,Marketing,9,Low,1
465974,Male,Yes,45,Yes,Executive,5,High,4
465975,Male,No,40,Yes,Artist,8,Low,1
465976,Male,No,40,Yes,Artist,0,Low,1
465979,Male,Yes,41,Yes,Artist,2,Low,2
465982,Male,Yes,43,Yes,Entertainment,0,Average,4
465983,Male,,21,No,Healthcare,1,Low,3
465996,Male,No,23,No,Healthcare,1,Low,4
465997,Female,No,31,No,Doctor,0,Low,3
466001,Female,Yes,42,Yes,Entertainment,6,Low,2
466007,Male,Yes,61,No,Artist,0,Low,1
466017,Female,Yes,45,Yes,Homemaker,0,Low,1
466019,Female,Yes,63,Yes,Artist,5,Low,1
466020,Male,Yes,86,No,Lawyer,0,Low,1
466022,Female,Yes,67,No,Engineer,,High,3
466023,Male,Yes,71,No,Executive,,High,3
466024,Female,Yes,43,No,Entertainment,14,Low,2
466032,Male,,28,No,Entertainment,,Low,2
466042,Male,Yes,47,No,Entertainment,0,Low,2
466043,Female,Yes,53,Yes,Artist,0,Average,4
466046,Female,Yes,36,No,Entertainment,1,Average,2
466058,Male,Yes,35,No,Entertainment,1,Low,
466069,Female,Yes,48,Yes,Artist,1,High,4
466071,Female,Yes,60,Yes,Artist,3,Low,3
466078,Female,Yes,45,No,Executive,,Low,1
466079,Female,Yes,42,No,Engineer,0,Low,2
466082,Female,Yes,89,Yes,Lawyer,1,Low,1
466083,Female,No,23,No,Marketing,4,Low,2
466084,Male,Yes,46,Yes,Homemaker,11,Low,1
466085,Male,No,22,No,,8,Low,4
466088,Female,No,30,No,Healthcare,0,Low,7
466090,Male,Yes,58,Yes,Entertainment,0,Low,
466092,Male,Yes,73,Yes,Artist,0,Average,4
466099,Female,Yes,71,Yes,Lawyer,0,Low,1
466103,Female,Yes,35,No,Engineer,0,Low,5
466109,Male,Yes,52,Yes,Entertainment,1,Average,4
466111,Male,Yes,84,Yes,Lawyer,0,Low,2
466114,Male,Yes,47,Yes,Entertainment,1,Average,5
466115,Male,Yes,39,No,Executive,0,Low,2
466118,Female,Yes,40,No,Engineer,0,Low,3
466124,Female,No,46,Yes,Artist,1,Low,1
466128,Male,No,40,Yes,Artist,3,Low,2
466130,Female,No,27,No,Artist,1,Low,6
466132,Female,No,23,No,Healthcare,4,Low,4
466136,Female,No,21,Yes,Artist,1,Low,2
466138,Male,Yes,70,No,Lawyer,2,High,2
466140,Male,Yes,28,Yes,Entertainment,1,Low,2
466141,Female,Yes,58,Yes,Homemaker,1,Low,4
466142,Female,Yes,27,Yes,Entertainment,0,Average,2
466143,Female,Yes,49,No,Engineer,0,Average,5
466146,Female,Yes,37,No,Engineer,8,Average,3
466148,Male,Yes,39,No,Entertainment,1,Average,4
466149,Female,No,28,No,Doctor,2,Low,4
466153,Male,Yes,73,No,Entertainment,0,Average,2
466154,Female,Yes,51,Yes,Artist,1,Average,5
466156,Female,Yes,48,Yes,Doctor,8,Average,3
466157,Male,Yes,72,Yes,Homemaker,9,Low,
466161,Male,Yes,47,No,Artist,1,Average,
466162,Female,Yes,67,Yes,Doctor,0,Low,1
466166,Male,Yes,77,Yes,Lawyer,0,High,2
466172,Male,Yes,46,Yes,Artist,3,Average,3
466178,Female,Yes,52,Yes,Artist,1,Average,4
466180,Male,Yes,67,No,Lawyer,1,Low,1
466185,Male,Yes,62,Yes,Doctor,0,Average,4
466200,Male,Yes,45,Yes,Doctor,8,Average,3
466201,Male,Yes,40,Yes,Doctor,1,Average,5
466206,Female,Yes,60,Yes,Artist,4,Average,2
466207,Female,Yes,37,Yes,Doctor,8,Average,4
466208,Male,Yes,69,No,Executive,2,High,1
466210,Female,Yes,58,Yes,Artist,1,High,4
466211,Male,Yes,52,Yes,Artist,1,Low,
466213,Male,No,20,No,Healthcare,2,Low,5
466218,Female,,23,No,Healthcare,6,Low,4
466223,Male,Yes,66,Yes,Artist,0,Low,1
466225,Male,No,19,No,Healthcare,1,Low,3
466226,Female,Yes,53,Yes,Artist,0,Average,5
466233,Female,Yes,59,Yes,Homemaker,6,Low,1
466235,Female,Yes,61,Yes,Artist,0,Average,4
466236,Female,Yes,68,Yes,Engineer,1,Low,2
466238,Male,No,20,No,Healthcare,1,Low,3
466246,Male,No,20,No,Healthcare,1,Low,4
466247,Female,,49,Yes,Artist,0,Low,4
466253,Male,No,19,No,Healthcare,1,Low,3
466257,Female,No,27,No,Healthcare,1,Low,4
466264,Male,Yes,32,Yes,,1,Low,2
466268,Female,Yes,67,Yes,Artist,0,Average,3
466271,Male,No,27,No,Entertainment,1,Low,3
466274,Male,Yes,72,Yes,Executive,0,Low,
466276,Female,No,32,No,Doctor,1,Low,5
466278,Female,No,28,No,,0,Low,2
466282,Male,Yes,29,Yes,Healthcare,8,Low,
466285,Female,No,19,No,Healthcare,1,Low,5
466286,Female,Yes,52,Yes,Artist,1,Average,5
466287,Female,Yes,47,Yes,Doctor,1,Average,2
466289,Male,No,19,No,Healthcare,3,Low,5
466290,Female,No,18,No,Healthcare,5,Low,
466292,Female,Yes,79,No,Lawyer,1,High,2
466297,Female,No,19,No,Healthcare,1,Low,4
466300,Female,Yes,48,Yes,Artist,0,Low,3
466301,Male,Yes,52,Yes,Artist,1,Average,3
466306,Male,No,23,No,Healthcare,1,Low,4
